datetime,count
2011-01-23 18:00:00,114.6
2011-01-23 19:00:00,114.6
2011-01-23 20:00:00,114.6
2011-01-23 21:00:00,109.1
2011-01-23 22:00:00,109.1
2011-01-23 23:00:00,105.9
2011-01-24 00:00:00,143.4
2011-01-24 01:00:00,122.7
2011-01-24 03:00:00,137.2
2011-01-24 04:00:00,90.9
2011-01-24 05:00:00,105.3
2011-01-24 06:00:00,109.6
2011-01-24 07:00:00,101.3
2011-01-24 08:00:00,102.9
2011-01-24 09:00:00,109.1
2011-01-24 10:00:00,109.8
2011-01-24 11:00:00,103.4
2011-01-24 12:00:00,128.1
2011-01-24 13:00:00,131.2
2011-01-24 14:00:00,132.6
2011-01-24 15:00:00,128.1
2011-01-24 16:00:00,124.5
2011-01-24 17:00:00,127.7
2011-01-24 18:00:00,117.4
2011-01-24 19:00:00,117.4
2011-01-24 20:00:00,117.4
2011-01-24 21:00:00,117.4
2011-01-24 22:00:00,117.4
2011-01-24 23:00:00,117.4
2011-01-25 00:00:00,143.4
2011-01-25 01:00:00,76.6
2011-01-25 02:00:00,76.6
2011-01-25 04:00:00,89.9
2011-01-25 05:00:00,97.6
2011-01-25 06:00:00,109.6
2011-01-25 07:00:00,104.3
2011-01-25 08:00:00,96.5
2011-01-25 09:00:00,118.5
2011-01-25 10:00:00,127.5
2011-01-25 11:00:00,123.6
2011-01-25 12:00:00,127.5
2011-01-25 13:00:00,127.5
2011-01-25 14:00:00,133.3
2011-01-25 15:00:00,122.4
2011-01-25 16:00:00,122.4
2011-01-25 17:00:00,122.4
2011-01-25 18:00:00,127.5
2011-01-25 19:00:00,117.4
2011-01-25 20:00:00,117.4
2011-01-25 21:00:00,117.4
2011-01-25 22:00:00,117.4
2011-01-25 23:00:00,117.4
2011-01-26 00:00:00,76.6
2011-01-26 01:00:00,91.1
2011-01-26 02:00:00,91.1
2011-01-26 05:00:00,93.4
2011-01-26 06:00:00,93.4
2011-01-26 07:00:00,93.4
2011-01-26 08:00:00,94.6
2011-01-26 09:00:00,94.6
2011-01-26 10:00:00,98.3
2011-01-26 11:00:00,98.3
2011-01-26 12:00:00,98.3
2011-01-26 13:00:00,98.3
2011-01-26 14:00:00,93.5
2011-01-26 15:00:00,84.8
2011-01-26 16:00:00,98.3
2011-01-26 17:00:00,93.5
2011-01-27 16:00:00,117.4
2011-01-27 17:00:00,117.6
2011-01-27 18:00:00,117.6
2011-01-27 19:00:00,117.6
2011-01-27 20:00:00,92.7
2011-01-27 21:00:00,92.7
2011-01-27 22:00:00,92.7
2011-01-27 23:00:00,117.4
2011-01-28 00:00:00,86.1
2011-01-28 01:00:00,86.1
2011-01-28 02:00:00,90.9
2011-01-28 03:00:00,99.6
2011-01-28 05:00:00,93.9
2011-01-28 06:00:00,93.9
2011-01-28 07:00:00,93.9
2011-01-28 08:00:00,101.0
2011-01-28 09:00:00,95.4
2011-01-28 10:00:00,95.4
2011-01-28 11:00:00,93.1
2011-01-28 12:00:00,85.6
2011-01-28 13:00:00,99.8
2011-01-28 14:00:00,101.0
2011-01-28 15:00:00,101.0
2011-01-28 16:00:00,88.3
2011-01-28 17:00:00,117.4
2011-01-28 18:00:00,117.4
2011-01-28 19:00:00,117.4
2011-01-28 20:00:00,117.4
2011-01-28 21:00:00,117.6
2011-01-28 22:00:00,119.0
2011-01-28 23:00:00,109.3
2011-01-29 00:00:00,149.0
2011-01-29 01:00:00,91.1
2011-01-29 02:00:00,91.1
2011-01-29 03:00:00,99.0
2011-01-29 04:00:00,93.9
2011-01-29 06:00:00,107.9
2011-01-29 07:00:00,114.4
2011-01-29 08:00:00,129.6
2011-01-29 09:00:00,124.9
2011-01-29 10:00:00,121.0
2011-01-29 11:00:00,121.0
2011-01-29 12:00:00,117.5
2011-01-29 13:00:00,117.4
2011-01-29 14:00:00,117.4
2011-01-29 15:00:00,113.4
2011-01-29 16:00:00,117.4
2011-01-29 17:00:00,130.7
2011-01-29 18:00:00,117.4
2011-01-29 19:00:00,86.7
2011-01-29 20:00:00,117.6
2011-01-29 21:00:00,117.6
2011-01-29 22:00:00,86.8
2011-01-29 23:00:00,86.8
2011-01-30 00:00:00,71.4
2011-01-30 01:00:00,75.8
2011-01-30 02:00:00,75.8
2011-01-30 03:00:00,75.8
2011-01-30 04:00:00,78.5
2011-01-30 05:00:00,76.7
2011-01-30 07:00:00,85.4
2011-01-30 08:00:00,98.6
2011-01-30 09:00:00,98.6
2011-01-30 10:00:00,98.6
2011-01-30 11:00:00,112.6
2011-01-30 12:00:00,124.9
2011-01-30 13:00:00,124.9
2011-01-30 14:00:00,117.6
2011-01-30 15:00:00,130.7
2011-01-30 16:00:00,130.7
2011-01-30 17:00:00,114.3
2011-01-30 18:00:00,117.4
2011-01-30 19:00:00,117.5
2011-01-30 20:00:00,117.6
2011-01-30 21:00:00,110.2
2011-01-30 22:00:00,110.2
2011-01-30 23:00:00,116.4
2011-01-31 00:00:00,111.8
2011-01-31 01:00:00,123.8
2011-01-31 02:00:00,111.8
2011-01-31 03:00:00,126.4
2011-01-31 04:00:00,138.1
2011-01-31 05:00:00,143.4
2011-01-31 06:00:00,143.4
2011-01-31 07:00:00,114.8
2011-01-31 08:00:00,114.8
2011-01-31 09:00:00,114.8
2011-01-31 10:00:00,130.1
2011-01-31 11:00:00,130.1
2011-01-31 12:00:00,127.5
2011-01-31 13:00:00,133.3
2011-01-31 14:00:00,127.5
2011-01-31 15:00:00,127.5
2011-01-31 16:00:00,123.6
2011-01-31 17:00:00,123.6
2011-01-31 18:00:00,126.0
2011-01-31 19:00:00,127.5
2011-01-31 20:00:00,127.5
2011-01-31 21:00:00,133.3
2011-01-31 22:00:00,127.5
2011-01-31 23:00:00,117.6
2011-02-20 00:00:00,236.9
2011-02-20 01:00:00,204.5
2011-02-20 02:00:00,195.3
2011-02-20 03:00:00,195.3
2011-02-20 04:00:00,195.3
2011-02-20 06:00:00,116.8
2011-02-20 07:00:00,106.9
2011-02-20 08:00:00,121.0
2011-02-20 09:00:00,103.4
2011-02-20 10:00:00,129.9
2011-02-20 11:00:00,151.5
2011-02-20 12:00:00,142.3
2011-02-20 13:00:00,143.7
2011-02-20 14:00:00,171.1
2011-02-20 15:00:00,180.7
2011-02-20 16:00:00,166.7
2011-02-20 17:00:00,168.4
2011-02-20 18:00:00,145.7
2011-02-20 19:00:00,145.7
2011-02-20 20:00:00,149.6
2011-02-20 21:00:00,118.9
2011-02-20 22:00:00,116.3
2011-02-20 23:00:00,107.0
2011-02-21 00:00:00,210.0
2011-02-21 01:00:00,210.0
2011-02-21 02:00:00,209.1
2011-02-21 03:00:00,210.0
2011-02-21 04:00:00,149.0
2011-02-21 05:00:00,135.5
2011-02-21 06:00:00,247.0
2011-02-21 07:00:00,247.0
2011-02-21 08:00:00,155.7
2011-02-21 09:00:00,150.3
2011-02-21 10:00:00,157.2
2011-02-21 11:00:00,127.5
2011-02-21 12:00:00,122.3
2011-02-21 13:00:00,97.8
2011-02-21 14:00:00,102.1
2011-02-21 15:00:00,121.4
2011-02-21 16:00:00,97.1
2011-02-21 17:00:00,97.1
2011-02-21 18:00:00,91.6
2011-02-21 19:00:00,91.6
2011-02-21 20:00:00,97.1
2011-02-21 21:00:00,99.2
2011-02-21 22:00:00,99.2
2011-02-21 23:00:00,99.2
2011-02-22 06:00:00,87.9
2011-02-22 07:00:00,87.9
2011-02-22 08:00:00,93.3
2011-02-22 09:00:00,112.9
2011-02-22 10:00:00,99.9
2011-02-22 11:00:00,101.5
2011-02-22 12:00:00,118.5
2011-02-22 13:00:00,123.6
2011-02-22 14:00:00,123.6
2011-02-22 15:00:00,123.6
2011-02-22 16:00:00,123.6
2011-02-22 17:00:00,128.1
2011-02-22 18:00:00,127.5
2011-02-22 19:00:00,127.0
2011-02-22 20:00:00,120.0
2011-02-22 21:00:00,127.0
2011-02-22 22:00:00,127.0
2011-02-22 23:00:00,127.0
2011-02-23 00:00:00,143.4
2011-02-23 01:00:00,122.7
2011-02-23 02:00:00,90.9
2011-02-23 03:00:00,102.8
2011-02-23 05:00:00,118.4
2011-02-23 06:00:00,109.6
2011-02-23 07:00:00,125.1
2011-02-23 08:00:00,125.1
2011-02-23 09:00:00,124.7
2011-02-23 10:00:00,133.3
2011-02-23 11:00:00,127.5
2011-02-23 12:00:00,127.5
2011-02-23 13:00:00,122.4
2011-02-23 14:00:00,124.7
2011-02-23 15:00:00,147.2
2011-02-23 16:00:00,145.0
2011-02-23 17:00:00,147.2
2011-02-23 18:00:00,122.9
2011-02-23 19:00:00,122.4
2011-02-23 20:00:00,127.5
2011-02-23 21:00:00,121.5
2011-02-23 22:00:00,121.5
2011-02-23 23:00:00,117.6
2011-02-24 00:00:00,89.3
2011-02-24 01:00:00,104.2
2011-02-24 02:00:00,90.2
2011-02-24 03:00:00,99.0
2011-02-24 05:00:00,109.6
2011-02-24 06:00:00,105.7
2011-02-24 07:00:00,96.9
2011-02-24 08:00:00,96.0
2011-02-24 09:00:00,99.8
2011-02-24 10:00:00,94.3
2011-02-24 11:00:00,166.7
2011-02-24 12:00:00,140.7
2011-02-24 13:00:00,149.3
2011-02-24 14:00:00,136.0
2011-02-24 15:00:00,135.5
2011-02-24 16:00:00,123.9
2011-02-24 17:00:00,118.2
2011-02-24 18:00:00,91.3
2011-02-24 19:00:00,95.9
2011-02-24 20:00:00,94.1
2011-02-24 21:00:00,84.8
2011-02-24 22:00:00,89.4
2011-02-24 23:00:00,91.2
2011-02-25 00:00:00,100.5
2011-02-25 01:00:00,100.5
2011-02-25 02:00:00,100.7
2011-02-25 03:00:00,84.0
2011-02-25 05:00:00,103.5
2011-02-25 06:00:00,101.2
2011-02-25 07:00:00,82.4
2011-02-25 08:00:00,86.1
2011-02-25 09:00:00,94.6
2011-02-25 10:00:00,94.3
2011-02-25 11:00:00,221.6
2011-02-25 12:00:00,192.2
2011-02-25 13:00:00,192.2
2011-02-25 14:00:00,192.2
2011-02-25 15:00:00,230.7
2011-02-25 16:00:00,198.5
2011-02-25 17:00:00,132.8
2011-02-25 18:00:00,198.5
2011-02-25 19:00:00,133.8
2011-02-25 20:00:00,132.8
2011-02-25 21:00:00,128.1
2011-02-25 22:00:00,106.0
2011-02-25 23:00:00,127.0
2011-02-26 00:00:00,123.8
2011-02-26 01:00:00,160.7
2011-02-26 02:00:00,155.9
2011-02-26 03:00:00,99.0
2011-02-26 04:00:00,118.0
2011-02-26 05:00:00,109.6
2011-02-26 06:00:00,134.8
2011-02-26 07:00:00,118.0
2011-02-26 08:00:00,102.4
2011-02-26 09:00:00,129.6
2011-02-26 10:00:00,136.7
2011-02-26 11:00:00,138.5
2011-02-26 12:00:00,116.9
2011-02-26 13:00:00,135.1
2011-02-26 14:00:00,138.1
2011-02-26 15:00:00,137.1
2011-02-26 16:00:00,135.1
2011-02-26 17:00:00,127.0
2011-02-26 18:00:00,120.4
2011-02-26 19:00:00,127.0
2011-02-26 20:00:00,116.9
2011-02-26 21:00:00,123.9
2011-02-26 22:00:00,117.4
2011-02-26 23:00:00,95.1
2011-02-27 00:00:00,76.6
2011-02-27 01:00:00,76.6
2011-02-27 02:00:00,82.1
2011-02-27 03:00:00,83.8
2011-02-27 04:00:00,85.8
2011-02-27 06:00:00,82.8
2011-02-27 07:00:00,93.9
2011-02-27 08:00:00,84.2
2011-02-27 09:00:00,104.9
2011-02-27 10:00:00,114.4
2011-02-27 11:00:00,131.1
2011-02-27 12:00:00,140.6
2011-02-27 13:00:00,157.5
2011-02-27 14:00:00,144.4
2011-02-27 15:00:00,158.0
2011-02-27 16:00:00,160.3
2011-02-27 17:00:00,125.4
2011-02-27 18:00:00,120.4
2011-02-27 19:00:00,117.1
2011-02-27 20:00:00,117.6
2011-02-27 21:00:00,107.0
2011-02-27 22:00:00,117.6
2011-02-27 23:00:00,107.0
2011-02-28 00:00:00,84.7
2011-02-28 01:00:00,123.8
2011-02-28 03:00:00,82.1
2011-02-28 05:00:00,98.5
2011-02-28 06:00:00,103.5
2011-02-28 07:00:00,103.6
2011-02-28 08:00:00,123.1
2011-02-28 09:00:00,124.7
2011-02-28 10:00:00,209.1
2011-02-28 11:00:00,183.8
2011-02-28 12:00:00,154.7
2011-02-28 13:00:00,102.1
2011-02-28 14:00:00,102.1
2011-02-28 15:00:00,102.1
2011-02-28 16:00:00,98.9
2011-02-28 17:00:00,102.1
2011-02-28 18:00:00,118.2
2011-02-28 19:00:00,132.1
2011-02-28 20:00:00,132.1
2011-02-28 21:00:00,113.6
2011-02-28 22:00:00,94.0
2011-02-28 23:00:00,122.2
2011-03-20 00:00:00,221.4
2011-03-20 01:00:00,221.4
2011-03-20 02:00:00,154.0
2011-03-20 03:00:00,127.1
2011-03-20 04:00:00,130.3
2011-03-20 05:00:00,103.9
2011-03-20 06:00:00,99.9
2011-03-20 07:00:00,99.9
2011-03-20 08:00:00,127.0
2011-03-20 09:00:00,129.6
2011-03-20 10:00:00,134.6
2011-03-20 11:00:00,151.7
2011-03-20 12:00:00,141.3
2011-03-20 13:00:00,146.6
2011-03-20 14:00:00,143.7
2011-03-20 15:00:00,166.7
2011-03-20 16:00:00,143.7
2011-03-20 17:00:00,145.6
2011-03-20 18:00:00,138.7
2011-03-20 19:00:00,137.4
2011-03-20 20:00:00,136.3
2011-03-20 21:00:00,127.9
2011-03-20 22:00:00,136.0
2011-03-20 23:00:00,108.5
2011-03-21 00:00:00,221.4
2011-03-21 01:00:00,217.3
2011-03-21 02:00:00,152.5
2011-03-21 03:00:00,152.5
2011-03-21 05:00:00,123.1
2011-03-21 06:00:00,123.1
2011-03-21 07:00:00,118.2
2011-03-21 08:00:00,117.9
2011-03-21 09:00:00,123.1
2011-03-21 10:00:00,140.4
2011-03-21 11:00:00,123.1
2011-03-21 12:00:00,102.1
2011-03-21 13:00:00,118.2
2011-03-21 14:00:00,118.2
2011-03-21 15:00:00,121.8
2011-03-21 16:00:00,121.6
2011-03-21 17:00:00,118.2
2011-03-21 18:00:00,118.2
2011-03-21 19:00:00,140.1
2011-03-21 20:00:00,118.2
2011-03-21 21:00:00,93.3
2011-03-21 22:00:00,93.3
2011-03-21 23:00:00,89.3
2011-03-22 00:00:00,76.8
2011-03-22 01:00:00,68.0
2011-03-22 02:00:00,73.7
2011-03-22 03:00:00,116.7
2011-03-22 04:00:00,89.3
2011-03-22 05:00:00,91.0
2011-03-22 06:00:00,123.1
2011-03-22 07:00:00,112.0
2011-03-22 08:00:00,224.0
2011-03-22 09:00:00,220.7
2011-03-22 10:00:00,217.8
2011-03-22 11:00:00,222.4
2011-03-22 12:00:00,154.7
2011-03-22 13:00:00,132.4
2011-03-22 14:00:00,194.7
2011-03-22 15:00:00,132.4
2011-03-22 16:00:00,122.4
2011-03-22 17:00:00,122.4
2011-03-22 18:00:00,122.4
2011-03-22 19:00:00,120.0
2011-03-22 20:00:00,118.4
2011-03-22 21:00:00,120.0
2011-03-22 22:00:00,120.0
2011-03-22 23:00:00,120.0
2011-03-23 00:00:00,111.8
2011-03-23 01:00:00,111.8
2011-03-23 02:00:00,111.8
2011-03-23 03:00:00,116.7
2011-03-23 05:00:00,86.9
2011-03-23 06:00:00,102.4
2011-03-23 07:00:00,93.6
2011-03-23 08:00:00,101.4
2011-03-23 09:00:00,96.0
2011-03-23 10:00:00,96.0
2011-03-23 11:00:00,101.4
2011-03-23 12:00:00,101.4
2011-03-23 13:00:00,100.6
2011-03-23 14:00:00,100.6
2011-03-23 15:00:00,102.1
2011-03-23 16:00:00,118.2
2011-03-23 17:00:00,118.2
2011-03-23 18:00:00,118.2
2011-03-23 19:00:00,118.2
2011-03-23 20:00:00,131.5
2011-03-23 21:00:00,106.2
2011-03-23 22:00:00,98.9
2011-03-23 23:00:00,89.0
2011-03-24 00:00:00,76.6
2011-03-24 01:00:00,76.6
2011-03-24 02:00:00,81.2
2011-03-24 03:00:00,82.1
2011-03-24 04:00:00,86.6
2011-03-24 05:00:00,81.2
2011-03-24 06:00:00,86.6
2011-03-24 07:00:00,86.6
2011-03-24 08:00:00,87.0
2011-03-24 09:00:00,101.4
2011-03-24 10:00:00,89.3
2011-03-24 11:00:00,96.0
2011-03-24 12:00:00,103.0
2011-03-24 13:00:00,102.1
2011-03-24 14:00:00,118.5
2011-03-24 15:00:00,102.1
2011-03-24 16:00:00,103.4
2011-03-24 17:00:00,95.6
2011-03-24 18:00:00,123.9
2011-03-24 19:00:00,118.4
2011-03-24 20:00:00,116.9
2011-03-24 21:00:00,118.2
2011-03-24 22:00:00,127.5
2011-03-24 23:00:00,127.5
2011-03-25 00:00:00,91.1
2011-03-25 01:00:00,90.9
2011-03-25 02:00:00,90.9
2011-03-25 03:00:00,89.9
2011-03-25 04:00:00,89.9
2011-03-25 05:00:00,89.9
2011-03-25 06:00:00,96.7
2011-03-25 07:00:00,160.7
2011-03-25 08:00:00,172.0
2011-03-25 09:00:00,143.4
2011-03-25 10:00:00,113.4
2011-03-25 11:00:00,135.4
2011-03-25 12:00:00,135.6
2011-03-25 13:00:00,128.1
2011-03-25 14:00:00,140.1
2011-03-25 15:00:00,135.6
2011-03-25 16:00:00,142.0
2011-03-25 17:00:00,138.1
2011-03-25 18:00:00,127.0
2011-03-25 19:00:00,135.1
2011-03-25 20:00:00,127.5
2011-03-25 21:00:00,128.1
2011-03-25 22:00:00,128.1
2011-03-25 23:00:00,127.0
2011-03-26 00:00:00,221.4
2011-03-26 01:00:00,233.7
2011-03-26 02:00:00,143.4
2011-03-26 03:00:00,122.7
2011-03-26 04:00:00,143.4
2011-03-26 05:00:00,122.7
2011-03-26 06:00:00,130.4
2011-03-26 07:00:00,130.4
2011-03-26 08:00:00,143.2
2011-03-26 09:00:00,129.6
2011-03-26 10:00:00,129.6
2011-03-26 11:00:00,129.6
2011-03-26 12:00:00,124.0
2011-03-26 13:00:00,135.1
2011-03-26 14:00:00,137.1
2011-03-26 15:00:00,135.1
2011-03-26 16:00:00,160.7
2011-03-26 17:00:00,160.7
2011-03-26 18:00:00,147.0
2011-03-26 19:00:00,127.0
2011-03-26 20:00:00,127.0
2011-03-26 21:00:00,120.4
2011-03-26 22:00:00,127.0
2011-03-26 23:00:00,127.0
2011-03-27 00:00:00,143.4
2011-03-27 01:00:00,122.7
2011-03-27 02:00:00,122.7
2011-03-27 03:00:00,90.9
2011-03-27 04:00:00,96.3
2011-03-27 06:00:00,89.9
2011-03-27 07:00:00,89.9
2011-03-27 08:00:00,124.2
2011-03-27 09:00:00,124.5
2011-03-27 10:00:00,109.3
2011-03-27 11:00:00,129.6
2011-03-27 12:00:00,128.5
2011-03-27 13:00:00,128.5
2011-03-27 14:00:00,125.4
2011-03-27 15:00:00,137.1
2011-03-27 16:00:00,138.5
2011-03-27 17:00:00,135.1
2011-03-27 18:00:00,128.5
2011-03-27 19:00:00,125.8
2011-03-27 20:00:00,121.2
2011-03-27 21:00:00,118.1
2011-03-27 22:00:00,118.1
2011-03-27 23:00:00,120.4
2011-03-28 00:00:00,126.4
2011-03-28 01:00:00,143.4
2011-03-28 02:00:00,138.1
2011-03-28 03:00:00,138.1
2011-03-28 05:00:00,122.7
2011-03-28 06:00:00,233.7
2011-03-28 07:00:00,211.6
2011-03-28 08:00:00,155.5
2011-03-28 09:00:00,150.4
2011-03-28 10:00:00,146.9
2011-03-28 11:00:00,200.2
2011-03-28 12:00:00,122.0
2011-03-28 13:00:00,160.7
2011-03-28 14:00:00,134.0
2011-03-28 15:00:00,230.4
2011-03-28 16:00:00,137.9
2011-03-28 17:00:00,170.0
2011-03-28 18:00:00,179.7
2011-03-28 19:00:00,116.8
2011-03-28 20:00:00,125.5
2011-03-28 21:00:00,149.8
2011-03-28 22:00:00,136.6
2011-03-28 23:00:00,136.1
2011-03-29 00:00:00,232.1
2011-03-29 01:00:00,229.5
2011-03-29 02:00:00,229.5
2011-03-29 03:00:00,229.5
2011-03-29 04:00:00,111.0
2011-03-29 05:00:00,180.5
2011-03-29 06:00:00,233.7
2011-03-29 07:00:00,233.7
2011-03-29 08:00:00,211.6
2011-03-29 09:00:00,200.2
2011-03-29 10:00:00,200.2
2011-03-29 11:00:00,230.4
2011-03-29 12:00:00,135.9
2011-03-29 13:00:00,230.4
2011-03-29 14:00:00,170.0
2011-03-29 15:00:00,137.9
2011-03-29 16:00:00,189.3
2011-03-29 17:00:00,182.7
2011-03-29 18:00:00,147.2
2011-03-29 19:00:00,129.0
2011-03-29 20:00:00,147.2
2011-03-29 21:00:00,133.3
2011-03-29 22:00:00,133.3
2011-03-29 23:00:00,133.3
2011-03-30 00:00:00,178.8
2011-03-30 01:00:00,178.8
2011-03-30 02:00:00,175.4
2011-03-30 03:00:00,175.4
2011-03-30 04:00:00,139.3
2011-03-30 05:00:00,134.3
2011-03-30 06:00:00,124.5
2011-03-30 07:00:00,124.5
2011-03-30 08:00:00,143.2
2011-03-30 09:00:00,159.0
2011-03-30 10:00:00,129.6
2011-03-30 11:00:00,163.0
2011-03-30 12:00:00,123.6
2011-03-30 13:00:00,123.6
2011-03-30 14:00:00,163.3
2011-03-30 15:00:00,102.1
2011-03-30 16:00:00,115.4
2011-03-30 17:00:00,115.5
2011-03-30 18:00:00,101.4
2011-03-30 19:00:00,101.4
2011-03-30 20:00:00,115.3
2011-03-30 21:00:00,115.3
2011-03-30 22:00:00,115.3
2011-03-30 23:00:00,115.3
2011-03-31 00:00:00,90.9
2011-03-31 01:00:00,82.1
2011-03-31 02:00:00,82.1
2011-03-31 03:00:00,82.1
2011-03-31 04:00:00,90.9
2011-03-31 05:00:00,82.1
2011-03-31 06:00:00,90.9
2011-03-31 07:00:00,82.1
2011-03-31 08:00:00,82.1
2011-03-31 09:00:00,111.1
2011-03-31 10:00:00,111.1
2011-03-31 11:00:00,116.3
2011-03-31 12:00:00,116.3
2011-03-31 13:00:00,117.8
2011-03-31 14:00:00,117.8
2011-03-31 15:00:00,102.1
2011-03-31 16:00:00,117.0
2011-03-31 17:00:00,117.0
2011-03-31 18:00:00,120.0
2011-03-31 19:00:00,120.0
2011-03-31 20:00:00,102.1
2011-03-31 21:00:00,115.5
2011-03-31 22:00:00,102.1
2011-03-31 23:00:00,99.8
2011-04-20 00:00:00,60.5
2011-04-20 01:00:00,65.1
2011-04-20 02:00:00,65.1
2011-04-20 03:00:00,90.5
2011-04-20 04:00:00,72.2
2011-04-20 05:00:00,87.7
2011-04-20 06:00:00,88.6
2011-04-20 07:00:00,86.7
2011-04-20 08:00:00,209.1
2011-04-20 09:00:00,217.8
2011-04-20 10:00:00,127.5
2011-04-20 11:00:00,127.5
2011-04-20 12:00:00,247.0
2011-04-20 13:00:00,247.0
2011-04-20 14:00:00,259.0
2011-04-20 15:00:00,235.4
2011-04-20 16:00:00,235.4
2011-04-20 17:00:00,259.0
2011-04-20 18:00:00,235.4
2011-04-20 19:00:00,197.9
2011-04-20 20:00:00,210.4
2011-04-20 21:00:00,171.8
2011-04-20 22:00:00,132.2
2011-04-20 23:00:00,109.7
2011-04-21 00:00:00,209.1
2011-04-21 01:00:00,211.7
2011-04-21 02:00:00,220.7
2011-04-21 03:00:00,220.7
2011-04-21 04:00:00,220.7
2011-04-21 05:00:00,220.7
2011-04-21 06:00:00,232.1
2011-04-21 07:00:00,220.7
2011-04-21 08:00:00,220.7
2011-04-21 09:00:00,222.4
2011-04-21 10:00:00,212.3
2011-04-21 11:00:00,201.9
2011-04-21 12:00:00,124.9
2011-04-21 13:00:00,191.8
2011-04-21 14:00:00,226.5
2011-04-21 15:00:00,254.7
2011-04-21 16:00:00,254.7
2011-04-21 17:00:00,124.2
2011-04-21 18:00:00,202.9
2011-04-21 19:00:00,144.6
2011-04-21 20:00:00,149.8
2011-04-21 21:00:00,120.0
2011-04-21 22:00:00,122.4
2011-04-21 23:00:00,122.4
2011-04-22 00:00:00,111.8
2011-04-22 01:00:00,207.7
2011-04-22 02:00:00,215.9
2011-04-22 03:00:00,215.9
2011-04-22 04:00:00,155.6
2011-04-22 05:00:00,152.5
2011-04-22 06:00:00,170.9
2011-04-22 07:00:00,170.9
2011-04-22 08:00:00,166.9
2011-04-22 09:00:00,172.0
2011-04-22 10:00:00,117.0
2011-04-22 11:00:00,115.4
2011-04-22 12:00:00,120.0
2011-04-22 13:00:00,103.6
2011-04-22 14:00:00,103.6
2011-04-22 15:00:00,103.6
2011-04-22 16:00:00,100.6
2011-04-22 17:00:00,96.7
2011-04-22 18:00:00,96.7
2011-04-22 19:00:00,96.7
2011-04-22 20:00:00,103.6
2011-04-22 21:00:00,100.6
2011-04-22 22:00:00,88.9
2011-04-22 23:00:00,88.9
2011-04-23 00:00:00,66.0
2011-04-23 01:00:00,66.0
2011-04-23 02:00:00,73.4
2011-04-23 03:00:00,80.0
2011-04-23 04:00:00,90.5
2011-04-23 05:00:00,93.1
